DATE,Department,DEN,Block Section/ Yard,CORRIDOR block section,corridor block period,UP/ DN Line,Block demanded in Hrs(Day or Night),Demanded time (From),Demanded time (To),Block demanded in(MINS),Permitted time (From) No need to fill,Permitted time (To) No need to fill,BLOCK PERMITTED MINS,Location - FROM,Location - TO,Nautre of work & Quantum of Output Planned,Need for disconnection (If Yes Track Circuit and Signals Affected) Please give specific details without fail,Caution required,Caution required (if yes with relaxation date dd:mm:yyyy),Power Block & its Elementary Section. Please give specific details without fail,"Resources needed (M/C, Manpower, Supervisors) Include Crane,JCB,porcelain or any other equipment also",Whether site preparation & resources ready,Supervisors to be deputed (JE/SSE with section),Coaching repercussions/ Movement Repercussions,"Actual Block Granted From
  No need to fill","Actual Block Granted To
  No need to fill","Actual block duration MINS
  No need to fill","Over all % granted for the day
  No need to fill","Output as per Manual
  No need to fill","Actual Output
 ","% Output vs Planned
  No need to fill","% Output
 vs
 Planned",PROGRESS,,,,LOCATION,SECTION,ARB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,VLK-ANNG,MAS-TRL,,SL,,09:00,14:00,300,09:00,14:00,300,,,BCM 704,,,,,,,,,12:30,15:30,180,,,800 M,,,,,,,PT:155,WST A,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,VLK-ANNG,MAS-TRL,,SL,,09:00,14:00,300,09:00,14:00,300,,,MFI 56916,,,,,,,,,14:30,16:30,120,,,1.3 UNIT + 150 SLEEPERS,,,,,,,PT:153&155,WST A,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,JTJ YD,KPD-JTJ,,RECEPTION YD Rd1,,12:30,14:30,120,14:15,16:15,120,,,MFI 57110,,,,,,,,,12:50,14:50,120,,,1 UNIT + 400 SLEEPERS,,,,,,,PT:A63B,JTJ,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,AJJN YD,AJJ-RU,,Rd8,,15:00,17:00,120,15:00,17:00,120,,,UTV 47,,,,,,,,,15:00,17:00,120,,,42 RAILS LOAD,,,,,,,,AJJ,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,EAST,AIPP YD,MAS-GDR,,DN/F,,11:00,15:00,240,11:00,15:00,240,,,BCM 358,,,,,,,,,12:15,15:30,195,,,750 M,,,,,,,PT:133A,PON,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,EAST,AIPP YD,MAS-GDR,,DN/F,,11:00,15:00,240,11:00,15:00,240,,,MPT 2004,,,,,,,,,13:30,15:30,120,,,1 UNIT + 200 SLEEPERS,,,,,,,PT:133A,PON,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,SOUTH,MYP-VVN,MSB-VM,,UP,,20:30,23:00,150,20:30,23:00,150,,,DUO 8078,,,,,,,,,20:30,23:00,150,,,2300 SLEEPERS,,,,,,,150/750-152/250,TMV,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,SOUTH,MYP-VVN,MSB-VM,,UP,,20:30,23:00,150,20:30,23:00,150,,,DGS 353,,,,,,,,,20:30,23:00,150,,,2300 SLEEPERS,,,,,,,150/750-152/250,TMV,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,,,,,,,,,,,,,,,T-28,,,,,,,,,,,,,,BLOCK PERMITTED AFTER 00.00HRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,,,,,,,,,,,,,,,SBCM 57152,,,,,,,,,,,,,,BLOCK PERMITTED AFTER 00.00HRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,,,,,,,,,,,,,,,BRM R 32,,,,,,,,,,,,,,BLOCK PERMITTED AFTER 00.00HRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,EAST,TNP-KOK,MAS-GDR,,UP GOODS,,01:30,02:15,45,01:30,02:15,45,,,BALLAST UNLOADING,,,,,,,,,01:30,02:15,45,,,5 BOBYN UNLOADED,,,,,,,,TVT,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,BBQ YARD,MAS-TRL,,CHG YD,,10:15,14:15,240,10:30,14:00,210,,,WW,,,,,,,,,11:15,13:45,150,,,4 WELD + 2 CUTTING,,,,,,,,WSTA,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,ABU-VLK,MAS-TRL,,UP/F,,16:00,18:00,120,16:30,18:30,120,,,DES/WW,,,,,,,,,16:10,17:17,67,,,800 M+ 8 HOLES+ 4 CUTTING,,,,,,,15/160-15/960,AVD,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,TRL yard,TRL-KPD,,UPF/IVth line,,11:30,13:30,120,11:30,12:30,60,,,WW,,,,,,,,,11:35,13:40,125,,,2 WELD,,,,,,,PT:62A,TRL A,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,MLPM yard,TRL-KPD,,UP bypass line,,11:00,11:30,30,11:00,11:30,30,,,Joint inspection notes attending,,,,,,,,,12:15,12:50,35,,,OPENING ATTENDED,,,,,,,PT:104A,AJJ,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,MDVE-CTRE,TRL-KPD,,UP,,14:00,16:00,120,16:15,17:40,85,,,Dummy GJ renewal,,,,,,,,,15:50,16:40,50,,,13.0M+ 3 CUTTING + 4 HOLES,,,,,,,77/27-25,WJR,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,KPD Yard,TRL-KPD,,Branch Line (Road-7),,10:30,12:30,120,10:00,11:30,90,,,TRR (S) work,,,,,,,,,10:45,12:40,115,,,5 WELD,,,,,,,KPD/2037-2042,KPD,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,KVN yard,KPD-JTJ,,UP line,,12:30,13:30,60,15:15,15:45,30,,,Joint Inspection Notes Attention work,,,,,,,,,14:40,15:10,30,,,FLOTING TONGUE RAIL ATTEND,,,,,,,PT:50A,KPD,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,AB-VGM,KPD-JTJ,,DN Line,,13:00,16:00,180,13:30,15:30,120,,,Welding work,,,,,,,,,14:50,15:50,60,,,1 WELD,,,,,,,,AB,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,TDK Yard,AJJ-RU,,DN line,,10:30,12:30,120,12:30,14:30,120,,,AT welding work,,,,,,,,,12:50,13:50,60,,,Single gap improved SEJ inserted + 24 holes+ 4 cutting,,,,,,,117/40-42,PUT,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,POI-TRT,AJJ-RU,,UPLINE,,10:30,12:30,120,15:30,16:30,60,,,DESTRESSING & WELDING,,,,,,,,,15:45,16:45,60,,,700 M,,,,,,,83/200-82/500,TRT,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,POI-TRT,AJJ-RU,,UP LINE,,15:00,16:30,90,15:30,16:30,60,,,WELDING WORK,,,,,,,,,15:45,16:45,60,,,2 WELD + 1 CUTTING,,,,,,,83/200-82/500,TRT,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,SOUTH,TBM YARD,MSB-VM,,B LINE,,10:00,12:30,150,10:30,13:00,150,,,WELDING OF RAIL JOINTS,,,,,,,,,10:30,12:55,145,,,2 WELD + 1 CUTTING,,,,,,,,TBM,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,PALR-WJ,MSB-VM,,SL,,10:00,10:30,30,12:30,14:30,120,,,DES/WW,,,,,,,,,12:10,14:30,140,,,720 M+ 2 WELD,,,,,,,18/100-820,CJ,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,EAST,PON-MJR,MAS-GDR,,UP LINE,,09:30,11:40,130,09:25,11:40,135,,,DES/WW,,,,,,,,,09:27,11:40,133,,,800 M+ 3 WELD+ 4 CUTTING,,,,,,,28/500-29/300,PON,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,KPD YD,TRL-KPD,,UP LOOP,,21:35,23:45,130,21:35,23:45,130,,,WW,,,,,,,,,21:35,23:45,130,,,33 WELD + 3 CUTTING,,,,,,,128/33-129/01,KPD,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,MDVE-CTRE,TRL-KPD,,UP,,21:35,23:35,120,21:35,23:35,120,,,WW,,,,,,,,,21:35,23:35,120,,,2 WELD+ 3 CUTTING,,,,,,,77/27-25,WJR,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,AJJ E YD,TRL-KPD,,Rd2,,23:05,00:05,60,23:05,00:25,80,,,RR/WW,,,,,,,,,23:05,00:15,70,,,18 M+ 1 WELD+ 4 HOLES+ 3 CUTTING,,,,,,,,AJJ,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,ABU-VLK,MAS-TRL,,UP/F,,23:20,01:20,120,23:20,01:20,120,,,WW,,,,,,,,,23:20,01:20,120,,,2 WELD,,,,,,,,AVD,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,TRT YD,AJJ-RU,,UP,,23:50,00:40,50,23:50,00:40,50,,,GJ/WW,,,,,,,,,23:50,00:40,50,,,6.50M+ 2 CUTTING + 8 HOLES,,,,,,,,TRT,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,WEST,POI-TRT,AJJ-RU,,UP,,23:50,00:40,50,23:50,00:40,50,,,WW,,,,,,,,,23:50,00:40,50,,,2 WELD + 2 CUTTING,,,,,,,82/19-17,TRT,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,CENTRAL,VLK YD,MAS-TRL,,YD,,11:00,16:00,300,11:00,16:00,300,,,MFI 56916,,,,,,,,,11:00,16:00,300,,,02 UNIT+400 SLEEPERS ,,,,,,,"PT NO 152,153,155,150",WST A,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,EAST,AIPP YD,MAS-GDR,,UP/F,,11:00,15:00,240,14:10,16:40,150,,,BCM 358 ,,,,,,,,,14:10,16:40,150,,,435 MTRS (01--60 SLEEPERS ),,,,,,,PT NO 133 B,PON,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,EAST,AIPP YD,MAS-GDR,,UP/F,,14:40,16:40,120,14:40,16:40,120,,,MPT 2004,,,,,,,,,14:40,16:40,120,,,1 UNIT+50 SLEEPERS ,,,,,,,PT NO 133 B,PON,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,WEST,MLPM,TRL-KPD,,SHUNTING NECK,,10:00,13:00,180,10:00,13:00,180,,,UTV 047,,,,,,,,,10:00,13:00,180,,,130 SLEEPERS LOADED ,,,,,,,,AJJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,WEST,MLPM,TRL-KPD,,L&T LINE,,14:30,16:30,120,14:30,16:30,120,,,UTV 047,,,,,,,,,14:30,16:30,120,,,"42 RAILS LOADED +08 NOS G.JNT LOADED & UNLOADED ,08RAILS LOADED ",,,,,,,,AJJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,CENTRAL,VLK YD,MAS-TRL,,YD ,,11:00,15:30,270,11:00,15:30,270,,,BCM 704,,,,,,,,,11:00,15:30,270,,,750 MTRS ,,,,,,,PT NO 150,WST A,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,WEST,JTJ YD,KPD-JTJ,,U P,,13:00,15:00,120,13:40,15:10,90,,,MFI 57110,,,,,,,,,13:40,15:10,90,,,1 UNIT+400 SLEEPERS ,,,,,,,A63B,JTJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,SOUTH,PEI-VVN,MS-VM,,DN,,02:25,05:25,180,02:25,05:25,180,,,DUO 8078,,,,,,,,,02:25,05:25,180,,,2350 SLEEPERS ,,,,,,,"142/700-900,144/600-115/600",TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,SOUTH,PEI-VVN,MS-VM,,DN,,02:25,05:25,180,02:25,05:25,180,,,DGS 353,,,,,,,,,02:25,05:25,180,,,1200 MTRS,,,,,,,"142/700-900,144/600-115/600",TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,EAST,PYA-ODR,MAS-GDR,,UP ,,00:00,02:00,120,00:20,01:48,88,,,DTE 56743,,,,,,,,,00:20,01:48,88,,,1370 SLEEPERS ,,,,,,,125/150-900,GDR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,EAST,PYA YD,MAS-GDR,,DN,,03:00,05:00,120,03:00,04:15,75,,,DTE 56743,,,,,,,,,03:00,04:15,75,,,1350 SLEEPERS ,,,,,,,120/900-11/700,GDR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,EAST,ODR YD,MAS-GDR,,DN,,04:30,06:30,120,04:30,05:35,65,,,DTE 56743,,,,,,,,,04:30,05:35,65,,,1430 SLEEPERS ,,,,,,,127/800-126/950,GDR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,EAST,AKM-ELR,MAS-GDR,,UP,,01:00,02:30,90,01:00,02:30,90,,,SBCM 57152,,,,,,,,,01:00,02:30,90,,,300 MTRS,,,,,,,57/550-250,SPE,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,EAST,TADA-SPE,MAS-GDR,,DN,,02:45,04:45,120,02:45,04:45,120,,,SBCM 57152,,,,,,,,,02:45,04:45,120,,,500 MTRS,,,,,,,"70/500-100,69/900-800",SPE,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,SOUTH,STM-MKK,MS-VM,,B LINE,,01:00,03:00,120,01:40,03:10,90,,,DUO 8113,,,,,,,,,01:40,03:10,90,,,2180 SLEEPERS ,,,,,,,17/400-16/400,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,SOUTH,STM-MKK,MS-VM,,B LINE,,01:00,03:00,120,01:40,03:10,90,,,DGS 350,,,,,,,,,01:40,03:10,90,,,1000 MTRS,,,,,,,17/400-16/400,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,CENTRAL,TO YD,TRL-KPD,,DN/SLOW,,00:20,04:10,230,00:20,04:10,230,,,T 28,,,,,,,,,00:20,04:10,230,,,1 UNIT ,,,,,,,PT NO 65A,TRL B,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,SOUTH,MS YD,MS-VM,,RD 6,,00:00,01:00,60,00:00,01:00,60,,,UTV 024,,,,,,,,,00:00,01:00,60,,,22 SLEEPERS LOADING ,,,,,,,,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,SOUTH,MS YD,MS-VM,,ENG LINE,,01:00,02:00,60,01:00,02:00,60,,,UTV 024,,,,,,,,,01:00,02:00,60,,,40 SLEEPERS LOADING ,,,,,,,,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,SOUTH,MS-MKK,MS-VM,, A LINE,,02:00,03:00,60,02:00,03:00,60,,,UTV 024,,,,,,,,,02:00,03:00,60,,,50 SLEEPERS UNLOADED ,,,,,,,,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,SOUTH,MS-MKK,MS-VM,,B LINE,,03:00,03:30,30,03:00,03:30,30,,,UTV 024,,,,,,,,,03:00,03:30,30,,,12 SLEEPERS UNLOADED ,,,,,,,,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2024,ENGG,EAST,KOK  YD,MAS-GDR,,DN/SLOW,,01:05,01:50,45,01:05,01:50,45,,,UTV 164,,,,,,,,,01:05,01:50,45,,,66 SLEEPERS UNLOADED ,,,,,,,,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
